timestamp,device_id,cpu_pct,gpu_pct,ram_pct
2026-08-06T13:45:52.957676,opendc-rack-1-1bb6c2,100.0,95.58691025848081,90.65734081108351
2026-08-06T13:45:53.362417,opendc-rack-1-1bb6c2,95.86048033006732,94.68331059248858,88.98774505239778
2026-08-06T13:45:53.768445,opendc-rack-1-1bb6c2,100.0,99.11852631341704,91.9203128367659
2026-08-06T13:45:54.205233,opendc-rack-2-1bb6c2,87.62747101853085,100.0,89.23283810889083
2026-08-06T13:45:54.615355,opendc-rack-2-1bb6c2,95.16212409377728,100.0,96.59452418980457
2026-08-06T13:45:55.079278,opendc-rack-2-1bb6c2,89.29493878327388,100.0,90.3404313026904
2026-08-06T13:45:56.039505,test-laptop,93.0,,88.0
2026-08-06T13:46:00.420543,test-laptop,98.0,95.0,90.0
2026-08-06T13:46:38.602538,edge-01,40.0,,35.0
2026-08-06T13:46:38.602642,edge-02,55.0,,50.0
2026-08-06T13:46:38.731651,opendc-rack-1-3f3572,90.48355127685198,89.22915981261998,85.08851828807457
2026-08-06T13:46:39.158381,opendc-rack-1-3f3572,100.0,96.06456807568293,91.46771194354329
2026-08-06T13:46:39.533456,opendc-rack-1-3f3572,98.59115198831,92.38823109376514,90.61037722744726
2026-08-06T13:46:39.997527,opendc-rack-2-3f3572,91.15039092594806,84.5244158711149,90.37519002600752
2026-08-06T13:46:40.394472,opendc-rack-2-3f3572,96.45987240310977,85.58679114105979,90.22991930035057
2026-08-06T13:46:40.838567,opendc-rack-2-3f3572,100.0,96.5475145648508,100.0
2026-08-06T13:46:41.316282,test-laptop,93.0,,88.0
2026-08-06T13:46:45.016376,test-laptop,98.0,95.0,90.0
2026-08-06T13:48:07.362752,edge-01,40.0,,35.0
2026-08-06T13:48:07.362898,edge-02,55.0,,50.0
2026-08-06T13:48:07.498144,opendc-rack-1-9ed59e,98.7033782892507,95.68646120256761,93.24281979569666
2026-08-06T13:48:07.904341,opendc-rack-1-9ed59e,97.95259543088996,95.38063465173308,90.48069239302784
2026-08-06T13:48:08.286412,opendc-rack-1-9ed59e,97.83698468159224,92.93670306213271,86.638494261248
2026-08-06T13:48:08.735208,opendc-rack-2-9ed59e,91.24995038326405,80.40343541566824,81.01980035192084
2026-08-06T13:48:09.289313,opendc-rack-2-9ed59e,93.38056351675755,84.7287863892517,83.86107695252123
2026-08-06T13:48:09.725347,opendc-rack-2-9ed59e,91.10993824617135,82.257885821843,83.79825525802114
2026-08-06T13:48:10.466971,test-laptop,93.0,,88.0
2026-08-06T13:48:14.265733,test-laptop,98.0,95.0,90.0
2026-08-06T13:48:59.146033,edge-01,40.0,,35.0
2026-08-06T13:48:59.146187,edge-02,55.0,,50.0
2026-08-06T13:48:59.350776,opendc-rack-1-05edfa,89.97968667964676,,87.75203625951161
2026-08-06T13:48:59.800729,opendc-rack-1-05edfa,93.28676137652027,,88.21097140551144
2026-08-06T13:49:00.263536,opendc-rack-1-05edfa,95.2179851234549,,90.06199955169346
2026-08-06T13:49:00.696919,opendc-rack-2-05edfa,78.39865341516969,,89.50197589626596
2026-08-06T13:49:00.746209,opendc-rack-2-05edfa,80.01652078688583,,91.61645015852937
2026-08-06T13:49:00.795324,opendc-rack-2-05edfa,82.48460067325811,,94.70584750982788
2026-08-06T13:49:01.356677,test-laptop,93.0,,88.0
2026-08-06T13:49:05.141593,test-laptop,98.0,95.0,90.0
2026-08-06T13:57:50.205942,device-test,45.0,,60.0
2026-08-06T13:58:44.367410,device-test,45.0,,60.0
2026-08-06T13:58:46.005977,edge-01,40.0,,35.0
2026-08-06T13:58:46.006068,edge-02,55.0,,50.0
2026-08-06T13:58:46.142521,opendc-rack-1-40d9ae,88.06875167864153,,84.15319577206895
2026-08-06T13:58:46.587798,opendc-rack-1-40d9ae,85.13740556732695,,83.45088623299358
2026-08-06T13:58:46.635659,opendc-rack-1-40d9ae,90.99229736558107,,88.32580371038738
2026-08-06T13:58:47.030144,opendc-rack-2-40d9ae,90.32649976909045,,89.3981859087936
2026-08-06T13:58:47.426383,opendc-rack-2-40d9ae,92.0141259901005,,91.94436906120167
2026-08-06T13:58:47.844806,opendc-rack-2-40d9ae,92.05840196916661,,89.52073131400849
2026-08-06T13:58:48.698000,test-laptop,93.0,,88.0
